id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C0065,El Amrani,Youssef,client65@gmail.com,1973-01-20,0,Marrakech,0649613214,2024-02-04,Email
C0066,Chraibi,Amina,client66@gmail.com,2010-09-04,F,Rabat,0684801233,2023-01-10,SEO
C0067,Benani,Laila,client67gmail.com,1983-01-25,male,Tnja,0688458327,2023-01-26,Email
C0068,Fassi,Amina,client68@gmail.com,2008-02-08,M,tanger,0695282470,2023-04-21,Email
C0069,Alami,Omar,client69@gmail.com,1994-03-13,M,tanger,0623044889,2022-08-29,Direct
C0070,Ghazi,Youssef,client70@gmail.com,1987-03-22,,tanger,0675679047,2023-09-23,Partenaire
C0071,Dahbi,Laila,client71@gmail.com,1989-11-23,0,TANGER,0658678896,2022-04-12,Email
C0072,Alami,Karim,client72@gmail.com,1974-10-02,0,TANGER,0626395999,2023-04-11,SEO
C0073,Alami,Ahmed,client73@gmail.com,1979-12-03,female,TANGER,0626901217,2023-08-02,Ads
C0074,Dahbi,Amina,client74@invalid.com,1979-06-24,f,TNG,0689991301,2022-01-03,Email
C0075,El Amrani,Youssef,client75@gmail.com,1959-11-12,m,Tanger,0627690330,2022-01-16,Email
C0076,Alami,Youssef,client76@gmail.com,1973-10-22,0,Tanger,0627013243,2024-01-30,Partenaire
C0077,Hassani,Sara,client77@gmail.com,1996-01-17,Femme,tanger,0670667140,2023-05-31,Ads
C0078,El Amrani,Laila,client78gmail.com,2007-09-19,,Tanger,0618163847,2023-05-06,Partenaire
C0079,Benani,Fatima,client79@gmail.com,1978-11-24,Femme,TNG,0618815720,2022-05-10,Email
C0080,Ghazi,Omar,client80@gmail.com,1990-09-15,0,Rabat,0623311507,2023-12-20,SEO
C0081,Dahbi,Karim,client81@gmail.com,1990-07-06,male,TANGER,0665541117,2022-12-14,Partenaire
C0082,Ghazi,Sara,client82@gmail.com,2009-09-02,0,Tnja,0660237832,2022-06-06,Partenaire
C0083,Ghazi,Fatima,client83@invalid.com,2016-10-19,F,Casablanca,0627463800,2023-07-24,SEO
C0084,Benani,Karim,client84@gmail.com,1981-09-21,0,Rabat,0616904975,2022-10-22,Direct
C0085,Dahbi,Youssef,client85@gmail.com,2008-12-01,male,Marrakech,0640097636,2022-04-21,Email
C0086,Dahbi,Karim,client86@gmail.com,2000-04-29,1,Tanger,0691737913,2023-11-05,Email
C0087,Fassi,Sara,client87@invalid.com,1950-07-20,1,TNG,0629226889,2023-08-03,Partenaire
C0088,Benani,Amina,client88@invalid.com,1983-10-02,M,Rabat,0670887307,2022-12-16,Ads
C0089,Benani,Ahmed,client89@gmail.com,1963-12-17,female,TNG,0692924837,2022-02-20,SEO
C0090,Hassani,Karim,client90@gmail.com,1974-07-05,Femme,TANGER,0678765957,2022-04-27,Email
C0091,Hassani,Omar,client91@gmail.com,1954-01-28,,TANGER,0663051354,2023-09-06,SEO
C0092,Chraibi,Omar,client92@invalid.com,1975-12-20,f,Casablanca,0626104026,2022-01-08,Partenaire
C0093,Dahbi,Sara,client93@gmail.com,1956-06-19,Homme,Rabat,0615677713,2023-03-23,SEO
C0094,Ghazi,Karim,client94@gmail.com,2013-08-26,0,Rabat,0648858073,2022-04-28,Partenaire
C0095,Hassani,Sara,client95@invalid.com,1957-11-27,female,Rabat,0624208709,2022-09-07,Partenaire
C0096,El Amrani,Sara,client96@gmail.com,1969-11-17,Homme,Casablanca,0632566390,2022-03-20,Direct
C0097,Fassi,Sara,client97@gmail.com,2015-04-04,f,TNG,0641711468,2022-04-16,Ads
C0098,Benani,Youssef,client98@gmail.com,2006-05-03,m,Marrakech,0672270726,2024-02-12,Direct
C0099,Fassi,Sara,client99@gmail.com,1963-07-18,female,Marrakech,0619165226,2023-04-26,Partenaire
C0100,Alami,Sara,client100@gmail.com,1995-07-08,female,tanger,0651662236,2023-04-18,Partenaire
C0101,Benani,Fatima,client101@invalid.com,2005-03-05,1,Rabat,0672104107,2023-08-18,Direct
C0102,Hassani,Amina,client102@gmail.com,1978-11-05,M,Marrakech,0677292380,2022-06-04,SEO
C0103,Benani,Youssef,client103@gmail.com,1953-07-06,0,TANGER,0668754920,2023-03-26,Direct
C0104,El Amrani,Karim,client104@gmail.com,1986-09-03,0,Casablanca,0690246882,2022-02-23,Email
C0105,Ghazi,Omar,client105@invalid.com,1972-08-10,,TNG,0654743095,2022-03-25,Direct
C0106,Ghazi,Youssef,client106@gmail.com,2003-05-21,1,tanger,0651551377,2023-07-27,Partenaire
C0107,Benani,Karim,client107@gmail.com,1995-08-15,m,Casablanca,0612446861,2023-01-07,Email
C0108,Dahbi,Amina,client108@gmail.com,1962-05-05,Femme,TNG,0620356922,2022-10-30,SEO
C0109,Alami,Sara,client109@gmail.com,2005-06-12,male,TNG,0690161060,2023-01-21,Ads
C0110,Chraibi,Laila,client110@gmail.com,1953-12-02,female,Rabat,0658895439,2023-11-24,Ads
C0111,Dahbi,Amina,client111@gmail.com,1977-10-06,Femme,Marrakech,0636040410,2023-01-12,Direct
C0112,Ghazi,Karim,client112@gmail.com,1964-07-16,1,TANGER,0691156554,2022-05-22,Email
C0113,Benani,Fatima,client113@invalid.com,1975-07-29,0,tanger,0631516757,2022-10-07,Partenaire
C0114,Benani,Amina,client114@gmail.com,1990-06-22,Homme,Casablanca,0613579612,2023-03-01,SEO
C0115,Benani,Sara,client115@gmail.com,1970-02-22,Homme,Tanger,0652773159,2022-04-12,Email
C0116,Hassani,Youssef,client116@gmail.com,2018-01-29,1,Marrakech,0670210270,2023-09-23,SEO
C0117,Chraibi,Karim,client117gmail.com,1959-12-23,f,Tnja,0641895531,2022-11-05,SEO
C0118,Hassani,Fatima,client118@invalid.com,1959-12-12,female,Marrakech,0690092958,2023-07-03,SEO
C0119,El Amrani,Karim,client119@gmail.com,1950-02-21,m,Casablanca,0642287985,2023-08-08,Partenaire
C0120,Fassi,Fatima,client120@gmail.com,1997-03-12,male,Tanger,0662405812,2023-04-27,SEO
C0121,Alami,Sara,client121@gmail.com,1956-01-23,1,Casablanca,0642363373,2024-01-21,SEO
C0122,Chraibi,Ahmed,client122@gmail.com,1981-08-10,0,Casablanca,0696274567,2022-06-29,Partenaire
C0123,Chraibi,Fatima,client123@gmail.com,2014-03-29,m,Marrakech,0614963880,2022-10-28,Ads
C0124,Fassi,Omar,client124@invalid.com,1996-03-28,M,Rabat,0682884346,2023-04-30,Email
C0125,Fassi,Ahmed,client125@invalid.com,2008-10-30,1,Casablanca,0646670512,2022-05-08,Email
C0126,Ghazi,Sara,client126@gmail.com,1966-10-05,Femme,Marrakech,0676776459,2023-01-12,Direct
C0127,Benani,Karim,client127@gmail.com,2004-01-19,Homme,TNG,0683212334,2022-10-28,Email
C0128,El Amrani,Laila,client128@gmail.com,2004-01-24,1,Rabat,0632366682,2023-12-08,Partenaire
C0129,Ghazi,Omar,client129gmail.com,2007-05-16,0,Tanger,0620071854,2023-11-19,Partenaire
C0130,Chraibi,Ahmed,client130@gmail.com,1962-10-23,,Marrakech,0614670638,2022-05-10,SEO
C0131,Ghazi,Ahmed,client131@gmail.com,2004-04-14,0,TNG,0670387584,2023-01-15,Email
C0132,Fassi,Karim,client132@gmail.com,1978-03-16,m,Tnja,0643502308,2022-04-27,SEO
C0133,Benani,Omar,client133@gmail.com,1973-05-09,Homme,Marrakech,0638799154,2023-09-19,Email
C0134,Benani,Youssef,client134@gmail.com,1956-08-23,f,Marrakech,0633173544,2024-01-01,Partenaire
C0135,Fassi,Fatima,client135@gmail.com,1999-05-06,0,Tnja,0650259503,2022-06-11,Ads
C0136,Dahbi,Youssef,client136@gmail.com,1971-03-29,F,Marrakech,0613527782,2023-01-05,Direct
C0137,Chraibi,Fatima,client137@gmail.com,1955-11-25,male,Tnja,0663440127,2024-01-05,Partenaire
C0138,Benani,Youssef,client138@gmail.com,1978-06-11,female,tanger,0670394554,2023-04-23,Direct
C0139,Chraibi,Youssef,client139@gmail.com,1988-10-24,male,Tanger,0626664623,2023-06-15,Ads
C0140,Fassi,Omar,client140@gmail.com,1957-01-28,f,Tnja,0636347197,2023-10-13,Direct
C0141,Benani,Youssef,client141@gmail.com,2003-02-04,female,TNG,0632978158,2023-11-06,Direct
C0142,Alami,Ahmed,client142@gmail.com,1957-04-15,female,Tanger,0696094462,2024-02-29,Direct
C0143,Ghazi,Ahmed,client143@gmail.com,1994-09-06,female,Tnja,0696155337,2022-11-06,Partenaire
C0144,El Amrani,Laila,client144@gmail.com,1956-07-19,Homme,Tanger,0631217198,2023-03-27,Partenaire
C0145,Chraibi,Sara,client145@gmail.com,2014-06-13,female,Casablanca,0656354851,2023-02-13,Ads
C0146,Fassi,Amina,client146@gmail.com,1991-11-07,F,tanger,0645899440,2023-04-06,Ads
C0147,Ghazi,Amina,client147@gmail.com,1964-04-30,Homme,Casablanca,0687535841,2024-01-09,Email
C0148,Hassani,Laila,client148@gmail.com,1977-09-06,male,Marrakech,0613110670,2022-04-03,Partenaire
C0149,Fassi,Ahmed,client149@gmail.com,1954-07-15,f,Tnja,0676423575,2023-09-04,Partenaire
C0150,Ghazi,Youssef,client150gmail.com,1973-09-23,F,Casablanca,0664123845,2023-01-10,SEO
C0151,Fassi,Omar,client151@gmail.com,1956-08-06,f,Rabat,0677680031,2023-04-07,Direct
C0152,Benani,Youssef,client152@gmail.com,1958-09-04,,Rabat,0660089832,2022-12-14,Direct
C0153,Ghazi,Ahmed,client153@gmail.com,1954-01-24,f,Tanger,0628392710,2024-01-01,Email
C0154,Chraibi,Sara,client154@gmail.com,2005-01-01,m,Casablanca,0631810655,2023-02-07,Direct
C0155,Hassani,Omar,client155@gmail.com,1992-08-09,0,Tanger,0659440148,2022-12-06,SEO
C0156,Alami,Laila,client156@gmail.com,1973-10-27,,TANGER,0616892773,2023-08-21,Partenaire
C0157,Ghazi,Youssef,client157@gmail.com,2011-01-27,female,TANGER,0614237322,2023-08-10,SEO
C0158,Chraibi,Karim,client158@gmail.com,2011-12-13,Homme,TANGER,0665079923,2023-05-29,Direct
C0159,Chraibi,Amina,client159@gmail.com,2000-04-27,M,Casablanca,0698882576,2023-05-05,Direct
C0160,Fassi,Sara,client160@gmail.com,2010-08-20,Femme,Tnja,0691883092,2023-05-11,Ads
C0161,Dahbi,Omar,client161@gmail.com,1975-12-06,1,TANGER,0675632882,2022-11-21,Partenaire
C0162,El Amrani,Fatima,client162@gmail.com,2001-06-13,1,Rabat,0662953249,2022-12-20,Ads
C0163,Fassi,Laila,client163@gmail.com,2008-11-06,F,Tnja,0674300930,2022-08-08,Ads
C0164,El Amrani,Youssef,client164@gmail.com,1959-10-20,male,TANGER,0642542167,2022-02-21,Direct
C0165,Ghazi,Sara,client165@gmail.com,2014-05-11,F,Marrakech,0623494908,2023-11-29,Ads
C0166,Ghazi,Laila,client166@invalid.com,1992-11-01,m,TANGER,0648553376,2022-11-25,Email
C0167,Dahbi,Ahmed,client167@gmail.com,1965-09-15,F,Rabat,0633593960,2022-02-07,Partenaire
C0168,Alami,Ahmed,client168@gmail.com,1976-10-08,1,tanger,0654968591,2022-10-19,Partenaire
C0169,Chraibi,Laila,client169@gmail.com,1974-06-24,Femme,TANGER,0625119192,2022-12-05,Ads
C0170,Alami,Sara,client170@gmail.com,1976-06-20,m,TANGER,0633554528,2023-09-18,Partenaire
C0171,Ghazi,Fatima,client171@gmail.com,1966-07-30,F,TNG,0674082804,2022-11-28,Ads
C0172,El Amrani,Sara,client172@invalid.com,1977-02-02,Femme,Tanger,0645105069,2023-11-01,Email
C0173,Hassani,Omar,client173@gmail.com,1964-04-30,F,Rabat,0677447155,2023-12-22,Email
C0174,Fassi,Amina,client174@gmail.com,1969-08-29,1,TNG,0674180488,2022-06-06,Partenaire
C0175,Hassani,Amina,client175@gmail.com,2018-05-08,Homme,TANGER,0689968863,2022-03-25,Direct
C0176,Benani,Ahmed,client176@gmail.com,1999-02-18,F,TANGER,0686866717,2023-07-04,Ads
C0177,Benani,Amina,client177@gmail.com,2014-04-26,Femme,Marrakech,0622205980,2023-06-07,Partenaire
C0178,Ghazi,Laila,client178@gmail.com,2000-08-04,male,Tanger,0685000490,2023-04-19,Email
C0179,Dahbi,Fatima,client179@gmail.com,1954-01-24,M,Rabat,0656241881,2023-12-19,SEO
C0180,Hassani,Ahmed,client180@gmail.com,1975-10-04,F,Rabat,0634156684,2024-02-27,Ads
C0181,Ghazi,Sara,client181@gmail.com,1984-04-25,,Marrakech,0660666702,2023-01-20,SEO
C0182,Chraibi,Sara,client182@gmail.com,1960-08-23,male,TNG,0682109613,2023-02-07,Direct
C0183,Alami,Omar,client183@gmail.com,1991-07-16,M,Rabat,0681394920,2023-01-24,Ads
C0184,Dahbi,Fatima,client184@gmail.com,1952-11-21,1,Rabat,0692533595,2024-02-24,SEO
C0185,Alami,Laila,client185@gmail.com,2003-08-19,female,Tanger,0642847661,2024-01-29,SEO
C0186,Alami,Youssef,client186@gmail.com,1995-03-17,f,Tnja,0641428626,2024-01-20,Direct
C0187,Fassi,Amina,client187@gmail.com,1977-01-27,,TNG,0698612211,2023-06-18,Ads
C0188,Chraibi,Karim,client188@gmail.com,1999-11-14,male,Marrakech,0616292676,2022-12-19,Partenaire
C0189,Ghazi,Youssef,client189@gmail.com,1976-11-26,Homme,Rabat,0634679818,2024-02-12,Direct
C0190,Chraibi,Laila,client190@gmail.com,1955-03-04,1,Rabat,0665902739,2023-07-25,Direct
C0191,Fassi,Fatima,client191@gmail.com,1990-05-09,f,Casablanca,0622410307,2023-07-03,Ads
C0192,Alami,Fatima,client192@invalid.com,1966-11-18,female,TANGER,0674343201,2022-08-02,Email
C0193,Dahbi,Fatima,client193@gmail.com,2017-01-02,f,Marrakech,0642560305,2023-12-14,Direct
C0194,Fassi,Omar,client194@gmail.com,1984-02-25,f,Marrakech,0681625307,2023-10-27,Email
C0195,Hassani,Fatima,client195@gmail.com,2014-10-24,Femme,Marrakech,0652980983,2022-07-28,Email
C0196,Chraibi,Ahmed,client196gmail.com,1973-05-25,f,Rabat,0649620038,2022-06-06,Ads
C0197,Hassani,Sara,client197@gmail.com,1973-02-01,f,Marrakech,0696126771,2024-01-28,Partenaire
C0198,Chraibi,Youssef,client198@gmail.com,2014-08-16,0,Marrakech,0634702473,2023-07-10,SEO
C0199,Alami,Ahmed,client199@gmail.com,1986-12-31,F,TNG,0694651342,2022-08-25,SEO
C0200,Hassani,Sara,client200gmail.com,1955-06-04,male,Marrakech,0698487646,2023-05-15,SEO
C0201,Alami,Omar,client201@invalid.com,1998-01-24,M,Tnja,0612300840,2023-05-30,Partenaire
C0202,Benani,Youssef,client202@gmail.com,1971-08-15,F,TANGER,0693185576,2023-06-24,Email
C0203,Benani,Sara,client203@gmail.com,1986-06-05,Homme,Marrakech,0685833309,2022-09-07,Ads
C0204,Alami,Fatima,client204@gmail.com,1986-05-12,F,Rabat,0660622842,2023-07-20,Partenaire
C0205,Benani,Laila,client205invalid.com,1988-12-05,m,Casablanca,0685947990,2022-04-08,Direct
C0206,Hassani,Omar,client206@gmail.com,1954-03-06,female,tanger,0647631028,2023-07-11,Direct
C0207,Alami,Amina,client207@gmail.com,2002-08-31,0,TNG,0663458386,2022-03-20,Email
C0208,Fassi,Karim,client208@gmail.com,2017-10-15,Homme,TNG,0620526386,2023-05-28,Email
C0209,Fassi,Karim,client209@invalid.com,1979-04-13,F,Tanger,0695110541,2022-10-07,Partenaire
C0210,Ghazi,Youssef,client210@gmail.com,2010-12-24,Homme,Rabat,0621501669,2024-03-01,Direct
C0211,Benani,Omar,client211@gmail.com,1963-11-02,F,Rabat,0695080736,2022-06-07,Partenaire
C0212,El Amrani,Laila,client212@gmail.com,1982-04-16,M,Tnja,0623721268,2022-05-16,SEO
C0213,Ghazi,Fatima,client213@gmail.com,1952-05-10,male,tanger,0657501571,2023-07-22,SEO
C0214,Alami,Omar,client214@gmail.com,1987-02-15,Homme,Rabat,0621368176,2024-01-13,Direct
C0215,Chraibi,Karim,client215@gmail.com,1965-03-17,female,TNG,0646093692,2022-11-05,Email
C0216,El Amrani,Karim,client216@gmail.com,1976-11-22,Homme,Marrakech,0620324210,2023-01-05,Email
C0217,Dahbi,Laila,client217@gmail.com,1959-08-07,Femme,TNG,0650890504,2022-01-07,Partenaire
C0218,Hassani,Sara,client218@gmail.com,1988-08-19,0,TNG,0650323741,2022-11-25,Direct
C0219,Chraibi,Karim,client219@gmail.com,1978-08-19,0,Tnja,0694946730,2023-05-18,Direct
C0220,Ghazi,Sara,client220@gmail.com,1960-03-20,1,TANGER,0689487366,2023-07-13,Ads
C0221,Dahbi,Laila,client221@gmail.com,1976-02-20,Femme,tanger,0664914054,2023-11-21,Partenaire
C0222,Chraibi,Karim,client222@gmail.com,1983-10-28,1,tanger,0670272714,2023-09-05,Partenaire
C0223,Alami,Sara,client223@gmail.com,2012-12-12,Homme,tanger,0624679315,2024-02-27,Ads
C0224,Alami,Karim,client224@gmail.com,2017-07-11,,Casablanca,0667774765,2022-04-19,SEO
C0225,Dahbi,Laila,client225@invalid.com,1983-07-26,male,Rabat,0672151291,2024-03-01,Direct
C0226,Hassani,Fatima,client226@gmail.com,1976-07-03,M,Rabat,0621523236,2022-04-29,Ads
C0227,Hassani,Sara,client227@gmail.com,1992-09-19,f,tanger,0668809636,2024-01-10,Partenaire
C0228,Alami,Sara,client228@gmail.com,2008-02-18,F,tanger,0632059232,2024-01-29,Ads
C0229,Ghazi,Laila,client229@gmail.com,1970-10-20,0,Rabat,0694524999,2022-07-08,Ads
C0230,Dahbi,Laila,client230@gmail.com,2003-02-17,M,Rabat,0662188655,2022-01-05,Ads
C0231,Benani,Youssef,client231@gmail.com,1982-10-26,F,Casablanca,0636450861,2023-04-14,SEO
C0232,Fassi,Karim,client232@gmail.com,2004-11-04,male,Rabat,0688786439,2022-04-27,Email
C0233,El Amrani,Fatima,client233@gmail.com,2010-04-19,m,TNG,0652035079,2022-05-01,Ads
C0234,Ghazi,Karim,client234@gmail.com,2003-07-05,m,TNG,0687149161,2023-01-28,Partenaire
C0235,Chraibi,Youssef,client235@gmail.com,1993-12-05,,Tnja,0628830282,2022-07-11,Email
C0236,Alami,Laila,client236@gmail.com,1962-04-01,0,TANGER,0661532114,2023-07-30,Direct
C0237,Ghazi,Laila,client237@gmail.com,1993-11-04,Femme,TNG,0621095863,2023-08-02,SEO
C0238,El Amrani,Amina,client238@gmail.com,1998-03-26,M,Tnja,0632576626,2024-03-10,Partenaire
C0239,Benani,Fatima,client239@gmail.com,1974-01-13,Femme,Casablanca,0682751830,2024-02-14,SEO
C0240,Ghazi,Fatima,client240@gmail.com,2016-01-11,f,TANGER,0649957816,2022-02-03,Partenaire
C0241,Hassani,Fatima,client241@gmail.com,1971-04-05,F,TANGER,0688909809,2023-12-07,Email
C0242,Chraibi,Youssef,client242@gmail.com,1968-07-15,Homme,TANGER,0617966873,2023-08-07,Email
C0243,Fassi,Omar,client243@gmail.com,1975-12-16,m,Tnja,0679043610,2023-11-27,SEO
C0244,Alami,Omar,client244@gmail.com,2008-11-04,Homme,TNG,0627809465,2022-09-13,Ads
C0245,Ghazi,Laila,client245@gmail.com,1962-10-03,,Tnja,0694263610,2023-03-01,Partenaire
C0246,Ghazi,Omar,client246@gmail.com,2012-04-29,F,Casablanca,0671028216,2023-05-15,Email
C0247,Hassani,Sara,client247@gmail.com,1955-09-07,F,Rabat,0639236638,2023-03-16,Ads
C0248,Fassi,Youssef,client248@gmail.com,2000-10-16,1,Marrakech,0656135950,2023-11-30,SEO
C0249,Alami,Fatima,client249@invalid.com,1964-03-04,Femme,Marrakech,0671272827,2022-01-01,Partenaire
C0250,El Amrani,Youssef,client250@gmail.com,1974-08-02,m,tanger,0697857309,2023-01-05,Email
C0251,Chraibi,Ahmed,client251@invalid.com,1985-07-23,,Tnja,0641426254,2023-03-16,SEO
C0252,Benani,Youssef,client252gmail.com,2003-04-06,Femme,TANGER,0679718627,2023-11-28,Partenaire
C0253,Ghazi,Youssef,client253@invalid.com,1992-11-09,F,tanger,0640728728,2023-01-28,SEO
C0254,Fassi,Omar,client254@gmail.com,1962-04-21,0,Rabat,0627870584,2023-10-19,Ads
C0255,Chraibi,Laila,client255@invalid.com,1981-07-04,female,TANGER,0694299475,2024-02-06,Ads
C0256,Dahbi,Fatima,client256@gmail.com,1959-01-06,Femme,TNG,0626529882,2023-08-27,Partenaire
C0257,Dahbi,Omar,client257@gmail.com,2007-10-31,m,tanger,0643308414,2023-07-21,Direct
C0258,El Amrani,Amina,client258@gmail.com,1996-06-13,M,TANGER,0662579931,2022-10-30,SEO
C0259,Hassani,Karim,client259@gmail.com,1960-02-12,f,TANGER,0677052833,2023-10-16,Direct
C0260,Fassi,Sara,client260@invalid.com,1961-11-03,M,Rabat,0686286724,2023-03-07,Email
C0261,Benani,Ahmed,client261@gmail.com,2002-09-11,Femme,tanger,0611851322,2022-09-26,Ads
